val_loss,eff,pur,current_lr,epoch,step,train_loss
0.009865546599030495,0.7623187303543091,0.009297071024775505,0.0001250000059371814,0,79,
,,,,0,79,0.015263065695762634
0.009853214025497437,0.8358612060546875,0.010193983092904091,0.0002500000118743628,1,159,
,,,,1,159,0.009983162395656109
0.009806463494896889,0.9098843336105347,0.011096720583736897,0.00037500003236345947,2,239,
,,,,2,239,0.009939185343682766
0.009731478057801723,0.9455974698066711,0.011532250791788101,0.00034999995841644704,3,319,
,,,,3,319,0.009871240705251694
0.00965498574078083,0.9621785283088684,0.01173446886241436,0.0006249999278225005,4,399,
,,,,4,399,0.009818348102271557
0.009560743346810341,0.977250874042511,0.011918282136321068,0.0007500000647269189,5,479,
,,,,5,479,0.009772274643182755
0.009387912228703499,0.9792934656143188,0.01194318849593401,0.0008750000270083547,6,559,
,,,,6,559,0.009721016511321068
0.008813108317553997,0.9753348231315613,0.011895569041371346,0.0006999999168328941,7,639,
,,,,7,639,0.009666222147643566
0.009075077250599861,0.9871398210525513,0.012038877233862877,0.0006999999168328941,8,719,
,,,,8,719,0.009671916253864765
0.0045539336279034615,0.9839750528335571,0.017584234476089478,0.0006999999168328941,9,799,
,,,,9,799,0.009488143026828766
0.007488766219466925,0.9957598447799683,0.012218298390507698,0.0006999999168328941,10,879,
,,,,10,879,0.009676345624029636
0.00409459974616766,0.9596384763717651,0.045263879001140594,0.0004900000058114529,11,959,
,,,,11,959,0.009156954474747181
0.003967611119151115,0.9657000303268433,0.0843280553817749,0.0004900000058114529,12,1039,
,,,,12,1039,0.008678169921040535
0.003927235491573811,0.9754608273506165,0.11536052078008652,0.0004900000058114529,13,1119,
,,,,13,1119,0.008371463045477867
0.003929315134882927,0.9838215112686157,0.11781243234872818,0.0004900000058114529,14,1199,
,,,,14,1199,0.008363164030015469
0.0038967046421021223,0.9813981056213379,0.13889816403388977,0.0003430000215303153,15,1279,
,,,,15,1279,0.008121304214000702
0.003864675061777234,0.9834833145141602,0.15540382266044617,0.0003430000215303153,16,1359,
,,,,16,1359,0.007620928343385458
0.0038493648171424866,0.9784049987792969,0.16252204775810242,0.0003430000215303153,17,1439,
,,,,17,1439,0.007619616575539112
